Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1987,0.954,11.509,1.558,0.284,0.009,4.964,15.422,0.0,29.0,
1988,1.742,11.121,3.496,1.107,0.029,6.937,15.798,0.0,28.75,
1989,0.614,9.249,0.84,0.321,0.0,6.256,16.082,0.0,23.25,
1990,0.266,10.87,1.173,0.35,0.094,6.871,18.394,0.0,34.625,
1991,1.148,11.052,1.525,0.438,0.046,5.436,14.167,0.0,22.375,
1992,0.26,8.601,0.692,0.033,0.097,5.733,11.58,0.0,35.25,
1993,1.142,13.354,1.435,0.052,0.0,4.559,20.632,0.0,24.25,
1994,0.81,7.756,0.684,0.101,0.102,7.795,15.009,0.0,53.125,
1995,1.734,14.531,2.618,0.438,0.031,6.349,17.763,0.0,40.125,
1996,0.154,9.514,1.031,0.235,0.044,7.807,20.113,0.0,40.125,
1997,0.46,10.47,1.024,0.172,0.006,7.065,15.829,0.0,34.875,
1998,0.871,21.404,1.615,0.114,0.105,7.207,33.818,0.0,12.75,
1999,1.992,15.065,2.666,0.584,0.016,6.434,18.123,0.0,8.125,
2000,0.45,11.92,0.938,0.237,0.052,7.945,21.334,0.0,29.5,
2001,1.216,10.374,2.338,0.649,0.073,8.022,22.32,0.0,30.625,
2002,2.053,11.994,1.743,0.594,0.129,7.748,17.065,0.0,33.25,
2003,0.533,11.618,0.87,0.297,0.104,8.778,17.331,0.0,35.25,
2004,0.245,11.387,0.416,0.055,0.043,6.157,12.855,0.0,40.0,
2005,1.649,17.655,1.591,0.449,0.026,7.136,16.287,0.0,42.75,
2006,1.592,13.295,2.52,0.576,0.14,9.436,21.647,0.0,26.375,
2007,0.686,15.001,1.423,0.316,0.072,8.772,15.988,0.0,35.375,
2008,0.415,12.756,0.797,0.069,0.038,6.901,18.603,0.0,23.0,
2009,0.401,13.706,0.73,0.041,0.05,7.264,23.307,0.0,35.875,
2010,2.221,28.884,2.282,0.245,0.006,7.6,31.289,0.0,16.5,
2011,1.709,22.062,4.822,1.234,0.0,7.702,40.861,0.0,30.125,
2012,1.81,15.808,3.163,0.748,0.051,8.977,23.689,0.0,14.25,
2013,1.646,12.601,1.371,0.213,0.096,8.83,22.104,0.0,19.5,
2014,0.313,12.195,0.7,0.096,0.074,7.756,20.158,0.0,40.75,
2015,1.051,19.666,1.168,0.128,0.435,9.315,22.409,0.0,60.75,
2016,2.295,23.357,2.056,0.475,0.023,8.478,28.09,0.0,51.125,
2017,0.896,18.018,0.952,0.248,0.072,8.395,18.363,0.0,51.375,
2018,1.933,18.679,1.689,0.339,0.092,9.378,26.543,0.0,57.25,
2019,1.344,20.731,1.399,0.335,0.011,7.525,27.192,0.0,78.125,
2020,1.874,21.318,0.961,0.321,0.1,9.668,23.589,0.0,61.5,
2021,1.477,17.873,1.101,0.274,0.571,10.099,23.289,0.0,34.625,
