Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1993,141.165,60.414,148.612,179.33,133.73,112.357,77.644,174.04,0.0,
1994,137.654,51.742,136.318,170.766,119.025,112.736,69.297,186.94,0.0,
1995,139.829,62.144,145.145,175.627,110.383,103.7,68.815,174.9,0.0,
1996,141.649,66.43,153.708,182.443,120.648,107.554,80.617,206.527,0.0,
1997,145.251,53.47,150.274,175.768,119.285,112.027,75.981,184.173,0.0,
1998,114.84,41.649,116.869,163.902,106.985,110.908,60.12,182.553,0.0,
1999,130.791,53.736,133.146,173.958,127.284,115.865,63.409,199.02,0.0,
2000,134.852,64.464,136.382,174.431,130.242,108.245,74.011,199.556,0.0,
2001,135.648,55.217,130.865,171.755,126.295,107.056,68.335,198.597,0.0,
2002,139.574,61.162,148.984,190.189,131.96,114.874,77.248,183.7,0.0,
2003,136.621,60.445,138.476,167.256,112.786,106.049,71.372,184.92,0.0,
2004,130.624,56.717,132.153,170.168,110.547,104.861,63.178,186.46,0.0,
2005,134.056,54.543,135.533,168.4,121.407,102.64,65.739,179.16,0.0,
2006,122.506,52.012,130.931,174.719,120.115,112.443,66.905,197.46,0.0,
2007,136.365,56.32,135.612,163.506,123.454,111.5,76.026,190.76,0.0,
2008,138.093,62.775,147.396,184.785,133.658,119.282,80.71,199.627,0.0,
2009,134.277,57.131,138.439,180.802,139.63,112.093,74.91,193.247,0.0,
2010,131.875,73.411,136.198,170.218,117.317,110.325,79.426,191.75,0.0,
2011,127.944,56.396,138.077,176.639,136.626,118.843,78.066,192.467,0.0,
2012,123.365,47.203,128.655,164.528,119.354,106.082,64.789,200.58,0.0,
2013,141.564,63.966,156.68,188.957,130.491,119.315,88.187,186.715,0.0,
2014,139.481,68.898,148.368,175.772,109.331,104.519,83.112,185.007,0.0,
2015,129.338,52.12,127.999,161.422,99.59,99.635,67.641,178.868,0.0,
2016,130.756,51.949,125.11,159.504,99.088,100.695,64.833,165.187,0.0,
2017,121.923,43.958,126.789,166.426,121.588,100.738,60.596,185.312,0.0,
2018,140.912,58.342,155.716,183.952,115.704,106.876,83.073,180.167,0.0,
2019,136.451,49.571,145.528,182.872,131.809,114.458,79.464,167.92,0.0,
2020,127.092,44.439,145.557,183.166,121.826,112.526,72.426,191.0,0.0,
2021,126.689,52.027,133.556,171.053,117.984,109.334,65.86,197.96,0.0,
