Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1985,1.4,3.394,1.735,0.336,0.387,0.322,2.806,2.96,4.521,
1986,1.001,2.866,1.664,0.44,1.061,0.618,2.93,3.28,5.511,
1987,1.161,3.353,1.101,0.44,0.79,0.368,2.125,5.0,7.021,
1988,0.966,3.188,0.995,0.363,0.706,0.3,1.508,3.5,5.679,
1989,1.364,4.001,1.247,0.36,0.619,0.277,2.174,3.34,10.927,
1990,1.608,3.986,1.77,0.262,1.375,0.22,2.413,2.771,7.557,
1991,1.183,4.811,1.315,0.335,0.935,0.485,2.781,4.333,4.331,
1992,0.941,3.517,1.173,0.345,0.563,0.502,2.297,4.0,5.437,
1993,1.068,3.032,1.909,0.559,0.602,0.607,2.342,3.72,2.688,
1994,1.184,4.092,1.259,0.401,1.22,0.283,2.312,2.76,5.282,
1995,1.258,4.247,1.395,0.424,1.442,1.024,2.424,2.08,3.258,
1996,2.558,3.691,1.618,0.351,1.585,0.778,1.997,2.2,7.052,
1997,0.991,3.892,1.054,0.427,1.178,0.538,2.722,3.609,5.469,
1998,1.456,4.502,1.591,0.472,1.541,0.708,2.871,2.864,1.873,
1999,1.717,3.315,1.262,0.448,1.268,0.358,1.811,3.06,3.648,
2000,1.395,2.711,1.529,0.383,0.46,0.448,1.971,1.688,3.339,
2001,0.896,3.96,1.357,0.399,0.787,0.364,2.447,1.354,3.474,
2002,1.082,3.992,1.607,0.307,0.931,0.544,2.447,2.98,4.466,
2003,1.516,4.094,1.238,0.252,1.186,0.345,1.861,2.88,3.352,
2004,1.879,4.526,1.522,0.33,0.652,0.647,2.796,3.42,7.63,
2005,2.607,3.459,1.31,0.432,0.944,0.637,1.458,2.021,5.476,
2006,2.013,3.64,1.501,0.296,1.439,0.471,2.015,2.96,6.953,
2007,1.474,2.574,1.518,0.659,1.091,0.314,3.156,2.38,1.929,
2008,1.891,4.043,2.287,0.509,0.506,0.489,2.404,2.78,5.291,
2009,1.321,4.862,1.617,0.291,0.675,0.319,2.52,3.18,4.428,
2010,2.297,3.272,1.907,0.555,0.784,0.719,2.257,1.083,2.058,
2011,2.251,4.017,1.485,0.469,1.051,0.314,1.119,2.58,4.02,
2012,1.48,3.369,0.888,0.185,1.524,0.435,1.883,1.74,2.231,
2013,1.595,4.657,1.768,0.608,0.508,0.223,2.102,2.542,3.249,
2014,1.485,3.975,1.823,0.709,0.875,0.538,1.829,3.027,4.93,
2015,1.215,4.479,2.156,0.521,1.341,0.303,4.11,1.875,8.911,
2016,1.048,3.869,1.745,0.512,0.942,0.522,2.618,2.36,4.14,
2017,1.504,4.374,1.751,0.362,1.138,0.78,2.585,1.604,4.257,
2018,1.919,4.94,2.12,0.418,0.521,0.438,3.282,1.375,7.9,
2019,1.007,4.032,1.618,0.638,0.657,0.64,2.713,2.64,3.796,
2020,1.373,5.055,1.628,0.237,0.631,0.139,1.965,1.333,4.87,
2021,1.73,4.071,1.455,0.404,1.016,0.548,2.378,2.167,6.867,
